923 801
594 217 655
269 810 -494
421 364 -158
312 54 894
203 187 408
819 147 189
688 437 740
846 787 -725
74 667 542
432 922 978
876 254 -490
816 714 -609
817 578 260
251 839 62
697 853 141
459 636 971
319 887 423
690 479 642
473 765 -380
908 17 939
79 10 176
186 145 -447
672 583 -47
161 333 440
304 834 921
181 203 412
742 261 464
34 590 -130
33 901 -651
542 409 80
466 873 -943
568 135 -534
896 92 -37
910 168 22
818 388 -400
448 254 27
496 218 964
409 241 994
868 869 -719
689 658 923
652 422 -956
884 139 -473
540 503 600
67 917 -909
730 173 301
300 368 -600
658 608 711
628 558 -489
665 689 764
866 793 -213
469 384 -593
496 708 446
680 909 306
563 210 567
722 799 -356
871 98 980
262 28 -601
858 143 -398
600 520 656
159 574 -432
114 119 716
913 398 -463
573 710 -886
705 41 353
192 185 743
789 824 -623
655 595 -845
175 481 -703
224 380 -844
281 240 396
806 667 -924
510 243 90
186 198 631
497 295 -956
617 372 884
569 832 405
436 156 -366
463 44 464
243 619 614
179 256 486
251 845 -6
218 757 843
636 200 719
122 575 -759
468 110 -104
655 182 -422
401 7 -156
769 565 745
532 497 976
228 635 551
567 327 894
128 260 472
896 70 -889
157 21 399
887 676 -886
322 341 -412
237 121 84
561 464 -350
37 207 947
581 128 673
143 813 418
349 769 935
763 587 642
80 219 -887
99 15 -161
871 13 410
396 408 -625
263 738 893
94 105 -53
123 284 -405
350 345 -889
293 882 -525
509 641 822
181 544 283
106 390 719
372 105 -368
675 300 -209
837 29 -794
215 15 -929
907 794 64
731 697 709
70 456 182
652 320 110
815 75 46
83 238 -15
849 585 -911
570 292 783
888 26 572
860 893 -532
357 448 677
807 863 -437
252 282 20
401 322 -948
805 431 142
41 260 -238
575 901 885
21 109 -962
125 610 257
548 834 -601
447 252 759
193 208 -645
562 545 -157
132 495 355
661 89 995
665 486 -303
328 76 951
766 546 14
798 474 57
444 832 -154
442 36 -251
305 227 428
174 578 620
324 118 -401
334 908 -217
217 141 -853
859 500 538
176 651 -718
135 745 536
213 747 -495
364 873 -60
776 2 787
335 81 -208
460 290 -549
438 119 -697
824 805 676
568 262 530
677 294 259
120 225 747
511 301 679
883 474 -778
755 735 -196
68 433 -203
534 222 -340
866 762 -187
820 312 -705
651 798 -451
108 730 -265
88 362 -375
321 627 -160
195 729 244
547 615 -129
469 863 854
158 712 -614
781 623 100
459 667 102
368 167 832
322 786 -959
852 439 483
233 79 -988
126 798 -890
578 390 462
850 21 -470
693 155 766
541 200 63
859 869 -862
133 685 -993
171 397 490
758 875 231
768 678 553
827 625 -922
216 500 -475
396 899 -109
113 425 -477
633 830 860
649 90 -965
365 473 -456
544 917 744
5 718 915
455 772 602
860 586 578
161 278 -471
72 923 297
295 483 -976
308 499 947
752 276 -329
28 895 -149
459 901 404
904 575 -147
333 54 -450
727 99 -832
290 774 -925
392 179 -958
681 739 -224
831 116 -859
266 338 80
533 503 -195
922 392 -980
268 297 -468
828 652 604
130 435 951
508 425 542
66 55 -865
555 127 129
906 190 -867
44 589 289
276 694 768
748 884 -168
259 671 -837
915 720 -752
154 459 -80
622 159 -891
840 495 -698
51 870 -939
255 176 770
631 498 -829
269 329 545
264 197 356
51 529 -309
537 214 -306
186 80 170
758 774 527
336 633 -709
104 237 139
498 75 218
138 5 696
905 8 252
898 638 850
717 231 714
857 727 -508
105 513 -476
888 262 905
5 420 -91
438 561 850
886 537 -316
880 579 31
904 776 -219
821 601 -86
648 683 -940
466 669 830
51 2 -152
368 297 989
172 158 195
46 12 -483
631 840 414
588 529 -796
336 309 269
613 491 -544
200 916 -303
354 423 -409
191 581 -287
494 67 -628
776 694 -189
538 784 -235
41 600 660
58 841 163
560 668 -640
331 209 -311
549 617 -528
621 887 649
74 833 947
551 549 580
821 593 479
650 836 999
74 205 35
917 108 937
911 692 -86
429 879 647
774 198 68
920 4 -946
547 299 299
757 667 -791
260 873 252
307 568 847
727 67 -633
290 909 -476
398 415 612
443 628 819
540 336 806
9 727 449
508 143 439
225 112 -298
471 302 513
496 459 515
389 434 -255
577 285 -605
745 877 -780
801 604 598
37 320 33
551 613 761
726 318 320
463 588 -111
541 51 430
492 477 -934
216 250 61
363 304 -820
656 531 963
484 320 -451
21 600 411
98 27 -984
229 640 357
151 134 338
404 411 285
508 660 -527
759 463 -452
818 897 188
131 549 326
236 101 -460
183 530 -511
908 632 -836
835 635 159
815 577 632
163 796 -389
152 468 337
645 575 621
120 846 -99
773 461 -984
251 111 990
412 225 485
765 629 -75
276 662 -421
322 799 310
6 3 986
6 203 426
522 465 904
242 541 394
673 506 -817
49 432 -783
921 641 -703
117 115 -337
762 290 -318
709 256 985
153 719 -618
821 643 314
26 405 -382
846 454 889
847 695 430
144 608 -479
187 103 -512
369 539 -421
657 807 -852
540 222 468
809 325 319
118 869 150
360 617 -613
18 387 513
499 656 900
596 364 798
531 264 996
864 563 555
538 9 -431
285 443 -856
714 100 515
240 805 956
678 279 976
427 723 26
880 426 336
789 262 -187
317 433 114
441 189 -965
353 591 759
93 582 -111
516 790 177
490 421 -692
591 490 778
568 80 -29
388 185 15
191 46 -640
626 658 -282
137 729 -942
