16
946 853
701 552 359
554 327 840
652 661 540
648 133 749
317 372 -246
586 834 45
18 58 438
920 934 -476
573 430 -550
447 508 -944
712 686 217
260 267 -949
943 486 -629
891 287 789
147 479 82
815 888 -839
629 938 112
132 863 -821
618 829 -86
96 622 -747
22 379 -713
582 819 438
321 658 -87
4 591 -379
472 779 994
462 329 782
356 913 -993
203 450 840
118 882 -405
42 882 -102
9 592 -509
360 438 -317
144 169 914
453 178 61
580 858 -214
613 463 -901
322 204 -38
499 117 -27
163 68 -551
262 725 597
617 646 532
345 82 807
349 385 904
924 835 749
737 581 875
589 545 -352
501 845 354
185 898 25
507 549 999
755 633 710
90 535 810
708 78 -713
423 404 448
393 446 -57
898 769 -907
341 617 845
198 445 867
585 879 611
688 215 396
663 388 -81
566 465 420
404 664 -786
324 13 -702
107 450 549
331 61 -498
7 460 756
160 189 -945
33 209 -146
171 112 -698
892 606 -419
434 846 439
100 10 59
874 635 -665
893 166 -822
599 627 -796
519 700 913
454 42 39
404 490 818
281 506 -560
209 217 964
570 820 -61
647 700 631
503 289 -878
647 594 751
666 303 -475
714 720 231
548 835 -730
67 280 427
886 931 -654
508 622 624
799 301 -223
657 580 -198
456 431 -413
453 175 -392
513 357 -752
931 421 679
507 819 178
479 751 -505
29 206 -628
385 13 -865
286 6 -677
934 861 621
864 46 94
670 272 189
219 9 -185
116 94 74
139 695 811
209 837 -306
375 281 -488
698 153 -804
529 222 -133
856 914 775
546 736 137
310 454 -528
758 721 -998
145 719 -913
682 891 468
453 424 565
64 417 618
834 856 -878
595 304 -498
388 280 -729
940 660 349
199 134 -21
873 426 -752
130 487 449
30 39 483
709 31 -727
262 584 -792
133 85 -327
467 351 718
796 580 389
776 872 509
726 833 493
928 714 703
554 363 -131
184 863 495
309 305 35
879 20 -277
364 198 491
224 930 923
616 101 -12
386 737 178
103 903 664
530 83 -209
451 662 653
746 174 543
891 749 503
405 786 767
499 12 53
595 413 956
494 360 485
563 885 -158
62 124 59
901 267 795
160 872 26
817 399 879
202 815 -991
740 125 -277
275 94 -527
120 666 -353
675 323 -447
712 733 -68
735 186 105
875 734 696
830 694 427
920 292 -64
762 23 -923
25 377 -969
7 3 183
589 185 842
154 682 -426
88 837 -561
667 847 -281
176 453 140
77 160 185
79 125 -951
870 933 -86
150 512 -508
611 133 -880
641 11 494
796 916 31
560 485 209
600 859 353
462 738 352
264 49 -717
913 755 -383
221 703 799
861 841 -697
871 638 -68
698 318 859
171 174 -683
834 940 400
824 391 422
127 83 681
775 316 746
268 75 -521
512 613 207
442 563 0
340 588 -948
257 543 625
618 700 -720
883 403 129
84 309 775
417 113 501
272 50 -374
901 553 139
636 151 823
48 346 918
786 475 -136
337 635 268
333 889 143
477 851 79
655 371 -386
371 624 297
823 745 -429
450 755 706
790 661 -865
378 531 174
376 730 8
513 425 -375
369 606 393
469 169 -247
483 877 744
874 94 648
212 130 -59
653 749 -219
743 783 538
395 869 121
93 450 316
44 815 451
426 231 317
369 229 70
300 372 686
704 32 -616
862 597 8
608 518 -975
770 675 262
231 154 327
3 226 244
72 802 -251
739 845 697
41 375 602
576 366 -939
209 727 -404
852 385 -824
874 41 -705
298 821 -8
159 667 512
146 47 803
197 134 -618
424 203 -94
477 700 669
353 778 -448
574 314 818
24 754 157
319 87 -297
549 709 -420
563 780 -151
857 701 -713
907 462 417
72 141 -14
66 187 -504
560 730 957
668 273 196
771 146 -508
287 309 -318
6 216 -584
926 412 472
233 109 277
874 440 351
579 48 -337
438 325 199
78 339 -943
379 494 553
480 437 -6
891 757 230
901 583 -645
489 36 -524
407 866 -460
564 313 -133
229 893 -393
156 556 106
472 891 -397
715 620 -923
867 175 -746
713 286 -543
892 793 -49
546 277 173
187 324 994
101 713 417
837 921 -674
17 85 711
946 271 -687
703 197 -33
881 859 779
367 414 529
698 310 909
411 138 389
267 650 -441
742 183 864
201 914 579
817 586 568
392 309 -919
819 679 -479
628 98 -354
799 159 91
532 154 -283
671 522 -1
278 256 971
858 772 251
278 688 807
798 484 576
531 753 -157
869 924 -407
102 83 759
465 270 -273
237 431 509
560 851 -61
653 183 -121
330 169 -286
432 160 -188
894 69 -996
19 914 -877
340 707 -663
758 608 79
148 274 929
667 606 -67
336 804 156
325 560 664
738 267 -249
376 169 -9
337 825 -155
114 280 -226
940 772 427
389 861 552
311 678 296
618 883 -812
525 62 353
728 700 663
860 134 760
345 926 5
201 761 27
899 134 -769
495 640 -252
396 521 291
206 346 185
782 249 -605
431 19 447
499 122 -94
533 931 236
741 490 -805
531 243 -316
79 853 259
133 407 -50
287 309 -585
361 204 552
831 132 -163
941 585 721
850 138 -704
476 371 -713
319 525 -514
370 279 994
858 102 592
445 827 -970
490 199 -243
890 38 -163
863 180 693
61 93 -483
18 188 -510
682 134 -491
518 433 757
419 145 -841
818 658 -179
477 728 -616
508 846 893
330 163 -798
915 894 -211
304 328 -641
884 704 136
80 515 451
84 772 952
227 568 -471
159 254 -463
929 749 851
894 489 -706
155 43 -934
548 110 -16
91 550 302
135 192 363
46 407 -486
207 181 531
393 257 -62
609 334 -402
262 802 -426
222 109 -175
791 372 126
592 609 440
790 286 920
18 507 -90
440 402 -636
35 154 -346
205 908 -143
655 252 642
248 422 660
692 300 -273
49 726 609
242 816 342
754 332 -840
869 661 929
450 767 126
508 20 -555
509 804 107
163 289 -686
88 90 -686
513 245 132
218 596 719
7 207 -814
446 160 975
895 65 812
225 736 407
693 333 -846
342 744 627
6 202 74
487 522 481
556 705 -361
343 542 -514
706 767 586
784 126 52
621 268 -518
704 40 -780
663 83 408
481 49 -693
532 871 98
294 545 -243
472 143 -128
790 199 -599
46 194 -61
348 841 -387
110 549 236
565 704 -345
275 152 958
768 913 -152
770 261 -834
690 876 851
54 133 -425
190 931 558
521 858 268
208 576 987
238 74 -988
128 385 -750
243 289 -95
462 933 57
588 457 -566
177 608 -194
576 11 -432
691 605 -846
255 469 -312
48 668 685
895 910 379
260 687 -190
822 443 -645
177 377 -47
658 663 559
907 192 -254
453 883 -676
797 11 231
786 909 -992
118 311 626
260 373 384
597 317 806
805 619 190
83 451 253
917 597 520
200 825 764
629 652 -536
530 608 -152
369 851 43
216 765 799
72 779 178
148 71 -739
452 628 530
282 306 136
146 870 94
346 725 -841
646 700 -241
86 260 610
412 326 -247
171 929 597
528 412 -934
453 450 -604
391 504 670
23 751 610
349 336 327
545 889 -203
126 234 -187
718 74 270
574 594 497
604 782 -419
938 9 -396
597 758 712
638 264 927
90 74 854
133 187 425
632 353 -103
847 242 294
803 21 -906
690 792 -279
587 216 -216
899 225 535
597 615 -758
568 438 -644
181 77 -983
306 748 187
133 830 -377
762 216 -192
886 443 -526
638 893 -130
702 524 -189
844 159 -18
876 152 -743
551 313 -964
758 142 309
524 142 938
407 923 767
496 594 70
609 148 789
71 523 428
227 573 21
119 551 -246
691 778 -538
566 488 319
682 494 40
26 403 -144
278 142 472
12 62 -88
127 931 539
588 303 -131
272 877 594
16 75 -881
453 533 -549
274 5 -405
65 881 -442
867 794 -857
304 638 -994
159 142 344
608 802 496
264 412 44
844 504 143
826 133 -575
726 672 120
26 407 715
373 117 757
185 29 -803
393 861 -198
508 761 58
827 715 397
366 820 786
594 901 -429
242 32 -677
946 40 -792
742 369 -290
453 918 -921
814 45 -766
446 870 393
168 101 -292
368 37 -886
344 837 -695
464 145 -653
568 428 -530
350 730 -152
555 47 -95
929 527 -188
168 602 156
506 417 988
189 760 -697
443 566 728
870 250 -490
212 253 303
327 357 -190
812 482 -498
204 295 -647
687 686 663
446 320 -877
715 358 162
711 523 5
621 257 -536
324 509 -917
425 941 -331
591 823 654
920 688 -423
518 148 820
271 234 -981
18 429 503
755 427 -11
740 832 -541
163 499 906
35 428 510
317 592 423
678 168 -156
181 520 817
255 766 -367
721 716 -360
58 117 466
415 31 -628
310 265 -34
586 746 506
535 901 872
730 98 72
690 752 -565
746 429 -563
430 373 -696
70 218 -661
88 687 930
74 524 -561
844 740 698
289 844 546
154 458 247
478 584 266
34 720 651
593 246 700
440 633 819
406 514 845
62 529 178
856 862 -774
477 349 82
845 478 -79
727 251 -3
871 653 688
389 408 554
391 178 -985
25 338 464
507 824 -587
40 307 163
52 305 -436
899 921 516
711 747 818
376 70 -869
641 854 905
76 173 -520
36 669 -962
64 302 741
886 377 -872
272 207 -734
49 436 151
320 168 257
496 625 553
294 108 932
556 819 401
245 739 -459
207 500 171
819 817
433 801 633
812 467 -255
394 776 -623
370 743 914
449 202 -291
725 184 -502
281 681 -62
158 708 -443
266 400 369
731 223 547
117 432 -98
545 297 -731
464 194 622
737 342 -826
773 754 217
515 144 -689
627 562 756
625 153 757
222 656 -886
362 382 293
397 485 775
630 552 -460
662 191 -36
175 440 -983
631 266 355
217 819 -50
401 572 -261
203 796 752
30 649 803
342 234 -273
585 110 2
66 407 77
226 610 977
623 667 -273
723 46 396
812 66 682
790 759 303
148 218 -4
634 657 -18
383 15 779
121 280 605
136 85 -687
636 411 -107
609 222 366
804 31 827
145 322 -627
29 431 886
768 778 -490
197 697 -541
303 170 264
37 581 -535
417 549 706
156 375 305
174 295 -122
378 569 103
803 511 131
659 683 846
627 456 68
635 57 -441
125 506 203
628 210 547
652 696 459
470 256 -27
283 642 -45
295 355 668
606 410 383
603 172 183
400 336 216
232 463 -331
29 293 729
530 266 692
536 441 -428
181 77 888
8 643 406
512 424 932
687 227 -603
322 799 -523
148 176 149
59 363 188
146 713 -958
124 589 -542
677 507 27
104 784 -392
469 331 405
689 133 -749
219 271 909
798 124 -439
413 132 -911
759 357 -217
525 217 594
282 370 736
453 123 -835
352 401 -800
622 707 925
308 589 -413
343 243 410
153 733 712
162 223 -676
20 261 899
518 129 576
600 256 -974
238 681 664
6 112 -695
741 361 -872
234 92 -984
736 132 -19
627 348 796
255 180 267
541 499 453
113 120 -714
621 142 339
350 255 -205
337 532 -552
23 198 152
466 779 -387
704 706 487
48 569 262
790 20 -402
668 641 835
758 155 22
366 421 -170
104 477 558
780 553 -307
247 379 -174
112 765 -335
210 445 -50
452 572 484
370 196 -286
360 220 581
710 679 352
114 594 -959
487 496 99
814 654 906
510 591 -770
461 575 294
432 799 -719
612 29 188
754 332 107
617 334 -467
560 763 426
817 48 910
513 387 92
204 530 639
600 325 -941
407 536 -636
148 587 538
79 5 -844
690 164 96
536 367 70
715 451 -902
781 195 676
5 142 174
44 185 164
73 696 -323
513 125 841
365 167 285
9 190 141
239 249 -61
518 668 74
147 571 621
395 771 510
546 664 523
731 370 889
308 23 -838
196 127 450
56 238 -938
339 707 488
464 211 -675
611 340 -863
680 209 60
28 353 -72
323 515 524
234 639 -566
660 716 30
410 102 403
418 46 871
476 621 900
467 610 -89
264 10 176
768 490 -274
527 426 -440
604 106 -580
126 42 -986
335 739 575
731 661 522
503 755 -245
592 299 -714
192 278 -487
627 450 240
196 579 -616
510 377 171
176 274 825
787 32 -716
798 561 385
105 802 106
143 481 -174
55 110 170
21 155 832
772 543 -1000
407 758 191
76 745 967
373 161 -177
545 741 853
423 112 867
306 492 -681
218 317 -24
715 556 745
174 164 405
602 674 996
598 301 -777
419 588 724
140 114 635
80 280 439
446 808 -577
808 692 895
647 556 -522
752 583 433
644 119 -119
659 155 -546
189 361 710
508 395 -196
14 238 -843
570 49 -226
646 547 -363
735 623 -53
571 92 884
437 296 16
209 425 241
35 259 453
581 559 522
482 612 -551
299 592 -262
142 207 -777
711 227 -673
280 181 -504
185 80 536
741 247 -471
685 511 66
693 650 -354
113 16 -383
650 51 84
68 157 236
73 805 404
668 247 544
404 598 814
98 84 948
365 268 -714
107 363 152
384 562 25
809 103 317
290 647 564
250 787 373
737 268 926
618 373 -10
550 595 -541
386 576 -238
368 43 -244
807 283 16
673 594 -716
259 6 -898
328 287 -541
471 459 -319
392 609 707
537 146 -147
50 547 759
760 162 760
687 335 -743
262 164 -2
112 647 -678
631 341 -7
458 746 -142
416 512 -983
697 464 -610
274 250 479
679 416 -241
112 40 -91
548 777 -614
201 473 -79
381 401 -723
213 112 971
88 640 267
300 288 1
96 623 849
517 794 857
547 52 -555
776 349 349
760 379 913
205 58 -823
206 39 927
374 451 161
46 227 -32
535 37 -272
790 411 -901
428 795 -473
235 740 969
448 318 374
441 96 984
79 721 -862
327 304 -703
329 780 346
684 707 23
294 274 135
156 37 -929
734 515 702
733 127 5
633 120 -932
73 455 -381
554 327 -878
180 538 -252
167 252 -912
456 568 363
168 323 547
329 697 446
170 649 621
38 196 -585
278 315 177
790 303 -932
172 125 -666
107 785 -987
63 164 704
74 180 338
547 454 -614
267 627 179
476 622 528
530 458 776
742 88 249
374 273 318
550 70 -576
226 258 -903
238 88 430
67 165 381
33 149 -8
757 423 876
693 62 754
443 91 -116
562 467 -850
389 108 331
257 580 -978
149 84 588
407 633 842
63 428 825
98 328 -253
159 520 172
382 614 71
229 158 -317
433 682 -640
442 670 -624
511 325 -966
286 99 -239
30 335 134
597 26 -83
717 294 423
127 622 787
91 263 -531
351 628 407
812 76 -448
68 511 -201
182 350 504
581 701 -835
154 542 621
731 40 -266
347 577 170
21 735 467
697 731 -916
201 59 -620
44 29 289
652 324 -936
519 641 -789
785 349 -165
390 536 -226
753 272 540
402 717 -247
223 293 637
504 244 -106
52 335 726
35 62 -675
766 141 383
86 398 251
10 406 345
708 545 -897
536 252 129
68 60 248
151 760 -438
108 316 42
4 89 925
36 200 673
722 50 -300
13 46 -314
76 686 -587
307 262 -67
257 357 -321
792 215 -769
69 745 -643
566 503 171
445 435 410
122 464 333
317 434 787
273 554 -179
183 159 595
301 411 -698
620 785 -526
329 508 -901
240 127 234
571 757 -552
61 185 -465
271 194 718
113 810 189
283 386 -540
724 810 -404
620 818 -656
804 244 -35
286 340 924
85 451 420
432 50 344
239 300 544
40 349 392
37 265 38
434 158 -545
9 665 -377
746 531 -511
769 385 963
42 208 170
298 713 -541
470 53 554
162 260 964
350 31 -683
387 96 608
699 219 534
498 250 79
277 716 -172
280 398 229
616 282 -609
456 52 326
479 390 -470
247 561 696
339 322 374
85 436 -651
379 457 -783
359 504 -212
384 236 968
502 436 -373
113 94 -243
236 304 -853
594 151 -97
327 352 -199
466 229 454
304 636 272
142 284 434
152 385 326
422 802 -182
14 584 -391
16 787 934
294 758 -774
63 566 -39
305 791 -615
759 743 349
609 386 419
97 230 18
558 55 101
351 458 -202
304 773 625
417 226 -77
488 210 -45
557 567 -808
357 329 211
811 548 399
524 265 44
362 112 387
633 432 962
360 419 396
269 117 261
152 496 -980
46 589 447
628 489 -220
188 353 -95
749 176 -374
155 427 180
731 376 -912
73 611 1
374 382 -295
18 23 73
140 470 -300
802 30 859
459 775 150
275 579 -154
514 108 -417
580 653 -436
128 751 -470
369 717 918
782 672 -407
644 317 -258
319 129 542
136 68 855
91 235 890
755 336 -558
226 300 -778
509 554 375
440 448 21
523 561 919
317 780 841
220 602 -980
9 76 57
654 627 -626
668 67 -286
58 605 -743
57 726 37
70 214 -876
22 573 77
422 554 -835
285 376 511
259 83 -223
194 516 762
461 335 -242
755 121 -904
379 420 97
144 723 -851
340 589 -778
424 15 83
148 662 478
477 771 985
437 394 -958
766 746 -949
323 410 283
154 256 -589
548 22 142
636 180 707
209 80 775
473 287 -911
336 376 -337
550 538 -319
182 792 545
241 468 422
744 59 -804
85 454 507
344 749 -596
592 806 -283
702 795 715
675 739 -105
258 475 -659
392 690 -495
167 435 -845
121 175 -921
500 214 -949
135 308 -649
749 803 86
345 302 425
603 472 -669
23 437 440
31 473 877
442 550 -862
534 640 738
300 500 960
450 81 -881
288 159 -293
494 784 -40
262 774 507
810 28 373
399 433 384
31 416 -805
525 677 607
331 83 52
587 379 -239
45 434 -608
149 49 -151
656 745 495
49 681 216
295 730 -920
688 743 -257
297 119 -407
709 770 821
276 324 -281
585 485 -846
413 152 811
232 283 680
550 36 634
481 470 130
131 294 -102
78 740 -666
694 270 434
800 84 -540
108 791 188
269 265 312
53 181 382
667 333 809
12 671 -93
653 775 495
102 547 -645
630 418 463
476 211 -939
45 689 -1000
165 381 741
586 504 -324
537 720 -157
596 582 772
451 147 403
123 109 771
340 270 -477
741 280 655
228 305 -967
382 749 -854
13 44 959
803 364 731
674 603 -939
289 505 171
377 54 -853
633 260 372
547 206 -759
23 384 -556
562 789 -599
260 95 364
252 814 757
763 805 232
440 46 -745
393 612 969
811 205 328
276 138 804
526 452 389
419 379 752
280 636 -710
360 682 -63
169 131 553
764 425 -327
337 358 -361
551 368 476
564 163 -680
728 256 170
378 203 0
430 303 495
592 596 -208
687 50 68
22 615 -692
581 453 -378
794 529 -6
571 540 780
297 621 162
115 264 -701
579 509 59
670 559 727
306 49 400
419 659 724
95 88 655
728 314 625
482 102 952
449 627 794
216 105 44
165 734 -422
405 92 -109
106 809 -375
158 744 462
285 794 -111
460 387 525
741 390 6
287 455 453
129 303 730
579 76 -453
817 83 228
440 615 -868
518 298 519
82 343 -493
54 241 -425
273 531 -61
406 222 -440
785 109 476
457 232 -542
516 42 -544
639 748 -998
169 178 407
289 614 61
797 530 -922
611 663 52
345 708 -707
274 405 -982
583 446 757
813 616 312
229 238 -291
57 606 812
584 55 -930
713 203 580
2 256 729
194 698 -34
456 665 -80
607 634 323
653 3 -338
663 768 190
765 766 -542
340 235 -353
713 196 -619
607 789 -510
174 547 -757
187 103 -529
171 448 161
219 178 -931
568 730 410
812 629 345
128 375 -426
451 273 -759
58 796 349
199 341 -420
564 449 -45
45 653 973
142 292 380
732 155 -176
723 520 -827
481 463 -45
608 249 87
723 26 -764
551 517 371
25 775 57
3 98 314
89 119 -833
306 85 -754
188 388 597
516 495 212
92 676 482
138 257 42
773 289 28
734 507 233
567 513 -243
454 480 452
810 731 -744
62 711 -819
101 250 316
488 110 -198
686 804 187
297 584 -753
709 712 -238
507 483 106
149 536 -508
240 454 748
443 175 974
784 544 129
535 153 -334
300 123 -58
341 659 -42
557 705 -709
639 493 323
1 19 -978
395 739 -122
759 245 -582
587 347 -731
613 547 424
409 257 -159
413 145 714
149 361 56
780 416 -708
9 505 -221
160 45 171
214 307 254
28 148 956
758 363 839
551 680 714
813 810 -863
271 372 -639
370 116 -959
146 185 558
730 16 -562
671 689 -179
251 147 983
459 97 534
680 511 -138
574 781 824
182 153 -375
450 801 -571
512 296 -721
26 287 838
497 475 -457
328 552 111
771 43 272
281 455 549
303 113 -7
704 751 59
460 345 217
692 663 299
8 642 -731
551 721 -760
438 416 819
253 88 24
674 294 -881
148 529 29
613 352 275
482 718 286
79 215 867
421 87 944
362 334 -822
296 633 497
597 561 -283
566 563 -748
739 570 -997
809 76 -219
139 657 -897
411 75 762
342 510 673
490 153 -569
194 816 669
201 305 726
692 814 -601
220 793 760
362 155 735
238 755 819
244 41 225
570 56 300
329 645 -220
455 205 925
583 254 -674
433 805 132
166 695 771
556 229 -123
217 135 -105
745 636 -756
1 804 -919
198 283 -331
359 560 621
145 718 974
498 19 893
333 490 92
573 219 172
41 546 -172
983 831
156 760 -447
318 675 -487
950 941 172
916 324 -313
415 336 729
605 715 -600
261 815 944
45 352 399
30 763 62
261 623 -813
304 943 88
934 900 216
760 969 329
438 909 149
126 49 452
259 906 -153
292 762 262
567 962 -444
338 87 -144
50 794 -366
939 286 633
232 939 76
131 21 967
233 559 -594
748 257 121
919 210 -251
44 595 -227
92 251 316
762 977 489
261 912 -347
696 680 -902
418 819 -762
81 868 -288
803 534 165
200 880 -146
231 136 796
795 392 260
931 892 -311
186 559 161
382 142 571
323 527 910
33 472 390
853 250 -521
642 602 -240
501 568 438
342 885 -472
647 686 -33
417 161 909
825 202 627
257 732 735
296 335 873
309 959 253
724 770 537
184 221 324
148 865 518
636 567 941
7 8 586
354 669 702
228 537 -291
337 614 -236
738 241 328
497 422 -831
392 943 -329
513 194 23
388 373 -438
866 499 -305
856 56 -47
169 232 -342
873 207 188
456 650 -921
607 929 -745
975 961 -806
588 257 -82
412 123 -769
641 37 -582
39 845 915
316 259 754
199 112 778
547 352 452
664 436 -150
405 699 139
877 227 -992
69 521 382
223 140 -377
771 921 -18
292 713 -207
577 214 885
387 367 458
140 574 303
409 359 -257
498 861 -559
638 704 635
89 607 -422
99 577 -503
53 750 -145
37 523 -475
344 676 162
803 134 871
914 438 -975
178 920 -822
151 193 -132
916 618 -125
739 520 -35
160 172 745
491 571 185
154 27 826
858 518 75
739 102 916
870 731 58
331 497 215
295 199 872
783 105 -582
626 438 12
675 269 -799
477 329 -357
460 913 -955
641 697 710
215 130 -968
653 259 -355
964 526 580
287 672 697
552 5 -45
6 276 257
631 461 -610
632 21 677
279 82 321
721 762 -288
390 179 -673
56 111 -672
776 977 517
360 225 -340
50 75 731
162 109 -99
887 779 -318
626 870 454
826 932 329
903 289 77
706 335 773
974 970 -296
260 571 221
687 597 343
929 525 816
511 906 584
897 618 -508
301 758 61
363 79 743
361 421 -619
72 452 829
840 962 -901
185 693 -321
488 85 -443
474 503 287
415 814 186
473 966 -549
762 876 -597
227 446 -12
359 476 599
575 810 -132
648 524 -159
326 199 -270
115 726 126
672 957 956
323 25 92
617 790 -787
857 572 41
544 877 92
696 504 -648
187 234 -892
493 595 998
273 462 141
82 804 329
481 964 848
27 23 968
522 559 -190
498 703 575
954 370 670
650 491 -8
921 262 -33
847 647 -728
27 783 569
368 14 -890
523 847 -330
683 692 522
184 144 338
28 722 803
355 818 151
164 140 155
958 708 -234
313 663 379
801 975 -882
467 106 -463
809 233 953
779 308 987
983 328 215
173 268 -72
371 778 -948
49 833 350
772 686 323
97 289 248
607 497 444
199 359 -703
395 264 -556
86 484 758
893 617 759
186 262 -979
54 196 493
728 256 -591
118 678 24
400 859 328
377 64 -989
836 599 -575
89 936 -671
471 3 -497
568 116 835
8 474 120
945 106 -392
372 180 -476
317 49 304
102 764 990
489 299 -91
359 286 523
779 550 -805
383 460 779
926 907 -263
312 273 -344
188 318 126
587 335 595
745 713 -471
456 100 391
785 30 -262
280 552 740
121 460 674
413 854 -474
259 2 172
467 763 -483
571 786 634
560 443 -340
868 226 784
300 52 347
430 962 -170
382 339 88
682 408 -208
9 220 919
603 834 -195
757 616 -592
284 592 -850
232 662 -663
732 642 -297
588 800 778
383 828 -482
309 376 55
672 596 -334
971 514 -823
692 19 -690
277 295 345
494 31 776
283 251 22
444 809 -710
89 923 -510
783 563 -327
179 164 -450
171 818 -965
809 504 760
568 533 -131
767 58 -800
671 8 505
597 379 690
230 341 47
456 311 -983
693 545 -360
754 719 36
546 712 -193
490 407 -784
976 286 -720
385 418 -749
849 218 616
205 87 856
820 652 -797
510 286 377
527 120 661
154 93 -993
842 922 -351
191 317 63
891 549 -860
548 115 -800
192 8 152
924 895 716
450 865 667
931 292 -264
727 524 67
909 436 625
285 873 1000
109 314 -449
60 118 -155
702 196 -733
960 10 -434
120 379 -178
560 703 653
815 568 875
886 578 30
543 255 174
520 774 111
720 964 -246
39 979 338
823 556 621
457 904 -365
762 372 17
359 100 783
510 444 680
370 649 -292
32 371 -446
557 407 552
607 922 -760
211 756 127
387 897 977
161 780 69
654 239 292
945 812 305
640 162 401
697 83 -277
948 343 -631
721 782 -634
925 453 -864
756 903 -724
506 226 -954
460 284 949
377 782 -486
514 769 822
723 83 -628
735 663 -111
444 327 500
967 378 -406
603 6 629
528 289 410
299 938 124
614 398 -657
782 252 708
370 588 265
670 531 -414
904 900 -23
498 431 -246
223 256 810
930 630 2
531 420 103
655 723 -209
506 224 922
563 71 595
946 224 -187
732 773 -959
746 783 -74
39 457 638
854 969 1000
241 563 671
422 501 673
86 778 -231
252 151 -486
819 508 616
150 359 775
365 21 235
509 797 -138
398 764 -701
411 952 60
180 258 -289
33 938 -655
452 710 814
214 819 -891
895 945 -671
194 32 621
383 162 -599
955 472 -95
334 818 -708
380 209 29
205 878 200
251 533 -812
114 791 -210
560 572 -247
805 357 993
414 632 846
776 62 781
6 100 -889
52 13 -490
527 593 -920
644 556 -454
564 753 943
856 923 -557
696 324 -76
10 863 -462
356 664 -489
197 40 454
341 81 -966
240 285 194
30 291 -464
667 931 -466
893 336 -142
227 389 681
366 115 -287
215 201 -725
479 136 -360
260 251 -235
8 364 921
634 763 836
273 714 479
368 204 899
468 699 -707
429 238 682
795 246 544
797 935 309
790 249 -899
798 704 596
47 801 133
176 793 -497
292 584 -323
283 320 21
656 594 592
24 722 943
949 883 991
387 217 -988
73 942 678
731 465 104
216 96 242
254 710 936
596 861 536
111 286 -332
424 176 762
126 818 -782
278 133 -457
966 81 -275
414 271 -542
577 683 650
64 756 -877
883 391 787
316 928 902
312 51 -714
769 1 -858
729 182 -998
105 259 842
865 384 697
17 337 -943
660 492 -589
210 21 429
476 754 -893
964 407 -661
406 178 454
791 743 967
128 23 -923
790 88 910
163 129 833
794 273 338
111 422 -135
682 897 641
192 975 -56
584 87 -157
529 412 -55
777 456 -313
369 627 851
30 701 823
358 155 -16
610 438 -656
204 745 -863
578 915 67
304 143 456
698 323 731
946 916 -108
525 837 89
481 716 273
840 431 -16
694 887 -906
536 732 -744
73 333 -704
27 982 -374
791 524 674
952 309 293
360 797 -366
356 441 -871
494 513 83
753 488 461
953 550 823
298 206 606
470 732 -574
920 268 -937
210 840 212
455 890 639
