19
941 1736
722 891 825
402 135 195
937 645 707
620 210 832
687 878 543
86 270 827
853 104 844
244 729 863
576 594 500
394 184 662
729 475 535
862 120 262
634 600 160
291 147 191
73 678 207
110 403 482
643 18 514
836 489 623
551 182 896
234 349 144
728 556 540
284 642 737
480 84 97
786 676 1000
775 423 945
33 910 772
836 768 317
929 940 123
724 499 81
637 507 290
445 40 226
165 72 9
416 615 299
556 302 91
449 38 651
148 828 205
806 272 461
663 113 795
849 11 951
353 796 413
501 624 410
106 706 919
329 871 296
773 132 55
450 905 789
5 354 76
581 586 279
635 923 1000
325 917 657
566 258 768
441 590 342
81 697 681
601 766 803
796 314 130
562 586 815
495 25 487
244 850 390
250 623 398
686 606 249
264 932 855
440 726 270
470 383 326
212 113 541
487 19 232
447 318 150
683 721 941
198 142 563
142 235 524
706 887 586
33 812 328
33 613 721
809 871 981
750 315 174
475 552 216
121 453 773
565 539 232
477 548 5
119 309 988
877 894 647
562 13 264
727 590 147
661 394 644
161 62 272
189 290 329
89 336 658
8 697 457
402 935 791
122 925 696
391 677 447
690 34 649
879 544 531
12 124 748
254 847 292
637 713 304
526 483 468
745 538 154
177 759 171
310 664 582
381 580 132
657 413 303
929 365 760
104 440 268
838 752 569
513 306 998
530 83 126
733 830 909
514 550 798
653 674 524
71 724 702
704 240 12
894 610 637
303 407 894
477 276 227
572 346 832
394 708 82
851 266 215
859 684 298
40 497 19
669 782 308
513 96 883
595 528 951
593 350 946
708 1 172
926 514 576
26 678 794
466 862 222
677 294 808
566 197 936
870 488 904
251 723 446
334 807 634
169 833 971
309 587 986
825 890 816
24 427 367
795 395 349
195 68 935
477 465 214
652 512 761
810 567 761
902 197 509
558 340 291
364 472 881
317 771 868
669 93 49
172 879 194
293 284 125
17 212 715
620 903 230
601 901 516
340 701 599
662 467 83
380 153 109
362 404 276
599 578 180
305 672 82
471 630 300
233 532 157
393 34 66
505 554 998
841 593 494
47 187 987
890 575 147
72 113 807
176 515 274
877 754 883
918 429 11
692 427 953
755 696 224
659 816 867
562 810 579
561 591 124
596 376 150
597 418 724
416 390 151
540 751 938
249 506 558
186 136 854
528 390 436
744 938 252
853 195 784
831 279 46
40 495 515
844 621 338
531 255 369
351 852 708
935 606 671
259 515 531
119 465 205
390 826 931
315 318 302
541 864 48
15 62 46
174 337 126
808 544 953
859 929 179
877 7 468
745 50 122
338 384 395
69 819 429
221 96 178
394 872 622
405 170 436
577 364 562
925 453 199
238 762 799
214 740 710
156 66 937
898 544 751
568 638 634
726 576 951
512 580 803
306 315 241
369 745 643
349 850 299
813 833 673
555 211 902
91 624 991
23 921 674
6 721 833
558 330 330
635 916 136
578 313 987
504 909 939
930 355 104
131 773 863
840 409 690
69 890 840
2 863 796
780 661 756
194 808 380
869 677 74
79 740 969
773 770 657
276 325 47
269 872 144
639 289 756
266 408 819
259 566 339
417 571 445
511 587 882
732 77 121
301 879 209
261 792 934
852 611 550
760 4 84
201 137 663
434 37 479
538 814 65
454 711 360
730 458 960
811 880 138
104 165 153
673 474 724
23 278 97
500 753 59
319 164 716
718 902 802
17 603 299
93 281 313
571 215 51
416 136 50
702 278 455
783 29 32
909 742 406
789 892 213
233 443 633
785 565 750
253 128 835
569 610 475
702 463 558
628 504 684
545 449 743
649 767 42
353 167 639
840 551 75
353 856 666
485 281 255
618 862 48
504 883 599
878 772 976
11 453 304
906 13 234
616 816 184
497 269 132
138 351 563
735 256 802
614 243 349
173 870 541
923 736 745
647 845 749
263 50 880
818 68 474
192 628 938
266 353 894
36 51 793
51 372 15
685 589 339
547 672 563
845 659 372
394 451 514
451 514 759
659 902 570
463 425 740
66 310 284
386 913 228
770 468 273
535 172 927
38 332 209
799 547 252
139 15 898
722 786 513
603 197 580
912 722 750
198 629 205
810 715 312
845 460 251
672 703 854
777 546 671
551 339 519
248 155 184
149 870 414
1 484 877
809 367 481
659 30 207
904 247 66
416 817 433
587 177 948
652 294 987
424 544 158
842 156 9
454 832 562
832 87 249
585 921 901
757 135 238
473 337 601
634 431 131
431 922 461
338 682 46
64 231 564
82 559 719
664 322 279
297 633 100
290 1 103
855 880 704
757 624 636
779 887 684
641 882 869
105 15 395
379 283 220
543 423 941
17 151 536
111 356 289
801 752 612
136 692 918
350 470 399
522 698 995
726 225 355
341 453 92
626 932 802
581 833 88
727 223 704
730 300 786
222 194 779
883 926 187
751 203 555
928 768 218
750 762 636
732 765 756
931 195 931
835 240 322
239 826 216
830 708 801
90 205 775
790 237 65
536 78 950
678 781 575
857 655 260
416 391 37
724 860 582
68 890 241
451 515 62
95 370 942
238 790 922
386 196 437
543 627 708
725 515 229
625 689 941
417 495 694
220 823 325
591 233 239
564 456 505
420 144 906
397 82 603
817 580 208
274 317 62
126 848 505
513 593 192
88 853 508
181 437 903
449 824 127
940 267 694
642 933 740
64 152 887
242 711 581
701 505 641
100 902 347
573 856 817
840 285 207
208 852 113
198 342 821
718 576 981
187 698 630
110 188 372
28 804 674
404 287 934
90 926 977
543 88 721
555 1 960
536 698 844
52 118 526
331 580 561
480 403 833
590 328 11
712 413 848
597 698 168
133 738 377
776 657 213
523 151 942
903 120 587
269 894 383
482 94 477
646 235 121
394 702 139
861 658 463
238 285 116
228 401 476
573 417 240
718 661 968
623 77 35
638 515 65
648 32 171
452 878 171
711 782 87
895 497 351
114 481 173
629 391 751
767 825 969
790 820 486
501 762 890
854 491 761
408 669 488
212 367 560
247 142 335
437 388 326
922 283 508
806 68 536
294 692 908
156 580 823
843 360 669
885 762 997
729 210 714
175 923 505
82 864 312
889 338 41
19 198 420
379 173 544
519 795 84
52 277 975
780 482 939
731 60 812
594 63 815
761 582 710
255 592 189
911 923 840
753 718 25
47 680 635
769 681 576
166 742 504
756 197 561
27 658 599
506 389 551
651 704 416
354 118 817
92 560 194
883 605 188
787 808 438
281 389 976
417 61 153
749 905 356
653 584 126
43 196 487
628 919 805
800 251 956
315 238 425
54 375 226
21 476 502
701 698 5
487 394 263
624 74 711
544 155 246
200 442 812
714 516 400
393 319 314
394 53 458
684 97 551
685 866 245
853 246 218
460 572 537
471 685 633
543 605 51
169 841 158
372 283 843
519 476 579
265 737 281
14 611 831
362 171 689
593 494 582
393 361 74
452 504 467
687 517 276
412 296 83
923 663 387
92 790 23
565 914 264
390 203 283
620 906 530
488 881 118
127 482 987
489 532 692
738 680 892
69 458 187
361 427 226
608 630 39
885 693 458
609 575 289
50 323 380
191 872 107
380 673 810
258 171 48
403 691 598
115 61 728
323 845 531
221 935 74
837 69 984
175 414 922
453 101 198
353 3 699
468 7 571
177 62 442
460 761 423
734 923 627
379 532 403
234 729 491
593 98 633
348 268 751
187 165 821
863 653 734
764 220 566
712 26 820
361 223 187
910 673 142
546 492 406
671 379 803
849 46 81
179 576 28
580 370 216
404 53 395
386 452 27
640 539 624
95 737 750
175 642 589
400 73 946
787 253 965
711 902 932
516 827 337
65 562 988
802 396 308
92 701 497
859 121 721
623 434 3
780 770 743
797 51 819
145 525 405
527 460 52
251 445 722
368 89 431
400 799 353
844 532 361
20 888 386
673 621 23
321 158 509
881 289 700
692 788 412
241 775 651
153 550 9
270 651 648
218 422 419
18 405 946
457 562 678
568 58 832
628 240 223
777 711 186
854 149 635
787 445 125
610 1 5
456 860 737
581 97 669
793 167 835
911 816 282
713 604 573
358 84 972
724 493 220
810 391 288
609 376 862
212 574 579
164 665 1000
113 927 675
77 632 597
466 176 494
784 135 271
10 610 318
850 763 800
845 543 487
727 489 784
485 659 894
257 79 449
66 456 639
510 442 472
716 673 399
497 716 567
23 792 338
235 817 793
888 71 220
932 38 896
594 637 71
444 783 940
68 748 209
112 343 140
903 256 283
455 507 891
407 400 707
886 413 954
537 120 688
726 909 777
247 605 585
520 594 223
415 587 947
631 323 315
226 103 204
436 121 335
835 208 399
804 557 869
11 351 194
13 718 220
101 818 460
893 188 89
398 4 898
578 749 778
591 565 382
361 319 902
262 145 49
440 549 219
399 690 46
159 101 237
376 872 480
921 635 226
845 397 829
694 401 402
673 291 88
215 752 732
676 271 339
600 113 378
691 566 631
232 756 350
458 817 528
281 252 325
462 653 295
83 690 727
149 601 942
726 533 724
364 19 734
488 661 963
670 617 516
333 484 182
516 402 968
583 813 20
544 567 460
860 421 909
743 872 274
862 719 777
258 527 964
844 135 147
88 498 471
815 441 309
581 54 933
301 72 631
383 783 342
706 807 622
329 268 943
425 68 653
438 484 442
817 255 127
462 861 589
306 502 954
529 796 723
875 838 285
621 906 302
456 57 716
208 843 865
452 7 230
838 742 385
506 45 252
228 20 978
669 529 793
437 30 82
351 63 138
548 69 365
272 208 428
692 493 664
133 42 546
40 637 214
723 522 962
659 235 45
192 305 266
71 703 680
284 839 618
484 434 982
555 175 289
35 583 287
649 418 535
761 692 314
180 364 15
90 277 429
284 680 181
613 833 398
3 207 929
742 230 732
403 617 434
29 737 526
430 600 591
600 92 182
398 740 613
664 764 140
98 784 552
293 820 545
917 338 110
415 717 300
744 222 64
574 275 251
797 890 628
391 348 83
722 765 666
227 100 650
307 381 78
315 276 397
716 645 849
383 879 878
264 722 381
100 583 198
595 849 365
209 280 147
413 750 946
475 866 426
911 719 931
779 106 976
383 5 566
646 122 920
925 107 470
93 222 604
568 215 425
906 478 195
125 24 581
761 921 371
747 785 488
901 165 740
522 896 733
98 702 985
39 261 414
365 716 208
688 648 371
124 660 445
101 17 861
778 491 104
809 90 42
778 161 327
396 174 355
911 94 218
157 583 500
193 363 574
370 873 413
30 304 369
262 315 44
564 889 774
769 155 30
664 239 298
210 226 553
751 420 105
200 925 354
854 846 774
439 116 25
646 349 457
46 629 59
117 936 460
890 354 57
217 698 489
850 534 815
65 859 464
821 663 267
767 712 68
179 477 660
122 474 811
727 938 88
553 352 986
67 927 517
504 594 276
611 595 352
169 600 908
315 37 991
311 149 487
813 159 23
829 397 1
18 66 396
11 291 44
48 862 19
614 146 302
473 352 835
554 776 80
553 391 902
324 527 37
127 44 495
239 174 75
399 502 880
681 716 907
635 933 167
849 477 587
638 250 752
310 180 589
885 430 108
40 940 575
596 46 757
752 667 739
419 675 484
337 272 251
843 350 57
862 35 217
914 724 254
701 249 788
453 544 505
937 108 149
426 598 966
611 697 843
548 734 502
302 398 189
571 510 801
710 857 314
665 307 800
756 848 586
787 774 924
773 61 225
164 139 993
447 285 37
60 576 653
880 701 368
603 313 877
717 711 610
332 158 840
829 370 285
860 679 140
856 91 977
293 628 663
856 304 707
550 758 687
707 764 791
313 296 619
474 656 712
927 733 345
648 384 506
631 557 100
905 498 612
948 1836
24 253 302
63 895 425
564 939 715
895 404 234
209 296 650
717 50 729
41 130 860
922 655 690
118 197 152
170 36 739
288 864 475
601 229 29
17 48 286
2 565 355
478 376 974
298 8 456
455 489 959
899 292 750
802 381 323
152 793 586
472 385 660
85 491 210
508 63 478
791 743 722
12 198 363
868 702 154
42 179 263
18 920 997
853 6 975
132 404 148
493 571 249
354 721 334
480 77 826
765 413 992
310 806 404
264 3 703
563 45 796
13 561 547
861 394 824
703 670 968
562 815 637
827 679 267
946 542 308
11 329 182
559 250 953
636 559 348
751 793 114
336 146 905
825 697 60
938 143 506
492 485 255
194 618 189
573 59 991
56 149 23
346 542 776
126 789 294
789 304 56
755 72 450
287 913 482
392 76 710
371 651 189
614 98 400
501 604 217
787 922 256
258 707 893
657 737 497
802 862 423
737 189 988
148 1 983
464 238 973
202 774 136
579 694 984
448 126 374
592 37 387
441 776 78
500 23 728
22 265 205
871 363 481
322 515 235
273 615 856
347 811 773
592 189 499
786 116 903
375 652 353
146 918 255
3 44 314
466 935 268
696 175 869
197 73 877
637 859 816
228 376 369
678 259 846
778 31 272
166 683 183
259 411 449
788 534 476
466 95 992
782 763 879
246 463 210
732 197 118
614 582 694
388 305 960
793 546 88
726 230 324
513 401 301
880 656 338
654 63 597
286 692 400
152 156 53
342 576 99
466 68 658
355 79 730
60 645 882
543 534 842
843 671 360
148 748 329
693 361 1
730 408 60
574 448 489
881 793 366
325 748 942
709 240 37
644 71 616
712 28 454
581 912 230
362 352 130
437 799 615
853 742 354
223 12 109
261 588 587
532 392 756
624 784 554
92 793 207
490 884 594
383 58 898
328 790 518
282 611 844
659 275 298
638 930 797
206 88 24
335 577 763
890 249 700
351 887 127
308 944 172
279 384 347
656 471 283
908 943 534
706 776 588
754 757 310
442 677 153
56 65 160
405 505 147
286 873 998
404 573 210
300 139 599
610 125 350
14 593 461
714 709 795
330 285 983
49 327 843
599 88 179
743 463 601
3 932 372
168 185 838
774 514 811
716 784 397
669 647 499
638 827 288
525 562 794
17 904 863
460 489 879
185 414 101
16 339 348
383 94 172
409 136 141
343 602 666
103 259 555
849 163 837
31 131 858
638 793 335
455 481 968
683 246 534
317 937 458
43 657 535
317 922 546
479 248 545
116 199 560
568 313 504
51 588 944
288 693 943
424 939 841
795 525 165
391 919 148
709 563 759
786 794 378
655 7 368
446 681 887
181 871 995
137 71 455
358 184 234
698 715 540
530 726 484
645 108 395
579 382 519
169 589 293
902 641 750
477 41 295
64 615 375
940 915 518
737 52 481
670 507 563
341 726 391
927 934 292
459 15 933
181 517 518
166 266 730
843 359 492
851 720 574
709 942 380
363 350 358
132 99 901
282 454 53
374 668 84
589 60 325
422 133 960
693 407 779
779 697 214
764 176 413
858 210 39
924 642 980
52 840 268
432 856 69
414 402 497
424 573 755
632 371 809
779 217 3
154 227 727
323 26 619
421 357 318
617 404 429
729 361 380
52 271 458
844 869 374
924 279 70
916 244 855
504 325 651
344 371 587
10 565 343
407 399 443
209 853 818
584 600 714
275 75 224
346 591 168
759 498 13
708 511 919
616 290 136
474 157 697
585 383 826
856 770 862
857 752 15
868 847 185
404 385 233
636 405 637
746 501 612
162 675 705
863 329 994
172 883 894
919 853 634
559 306 214
741 822 25
338 241 946
699 183 375
128 942 452
826 254 611
806 484 822
596 424 850
164 911 193
806 773 379
600 707 62
145 211 734
341 582 678
482 215 168
179 160 853
794 805 462
404 15 10
161 851 459
33 276 543
592 906 809
644 446 271
610 129 411
482 410 639
165 767 630
42 442 317
893 660 30
820 90 870
131 78 972
124 564 247
337 143 157
298 203 121
214 712 413
716 803 166
628 268 627
308 386 571
62 340 73
256 629 135
929 883 901
119 497 716
808 313 340
375 917 925
16 803 76
810 886 746
193 343 114
438 485 101
690 360 204
65 97 238
96 667 173
444 902 949
528 935 660
394 480 200
526 929 512
799 285 823
32 498 76
293 612 940
146 110 783
524 37 701
727 69 993
695 701 603
400 44 337
789 105 215
204 33 970
104 94 854
84 175 925
214 642 834
698 357 589
861 745 950
830 35 101
505 86 24
37 593 552
163 70 36
462 72 314
521 485 965
11 40 951
107 928 187
69 47 264
603 30 923
338 517 575
520 119 550
666 914 399
552 368 597
638 628 182
24 148 398
867 63 320
266 907 623
120 451 803
486 709 14
218 915 942
183 833 444
678 789 113
690 814 261
75 318 606
253 32 641
903 138 784
753 810 32
21 941 944
835 456 45
172 81 737
857 911 420
853 697 481
42 57 367
308 609 793
548 500 385
813 587 486
785 227 788
87 341 958
534 252 129
903 770 71
179 79 554
832 653 826
586 11 927
248 438 623
348 113 737
943 246 181
110 907 747
433 515 255
778 373 221
332 738 619
439 354 413
398 927 801
440 740 858
927 801 44
154 307 870
47 554 992
683 211 314
583 743 787
214 405 99
442 881 852
47 430 852
594 461 855
745 2 969
556 563 143
167 133 196
189 818 801
248 53 443
521 193 33
236 815 556
529 200 903
663 287 402
927 601 977
698 563 741
761 254 244
452 173 563
847 918 28
641 172 346
335 611 624
550 240 828
788 665 793
795 729 229
726 199 685
355 334 966
92 399 534
290 364 874
391 917 215
386 846 305
4 566 389
745 72 20
267 553 275
525 828 104
878 134 981
432 366 840
433 571 78
478 870 136
112 696 735
305 106 437
404 503 763
919 676 56
254 539 189
193 338 42
625 333 938
774 42 51
363 520 448
467 208 939
564 641 664
878 914 759
676 495 583
839 570 607
36 826 288
3 330 670
414 167 570
907 306 697
581 437 555
546 435 617
877 682 152
30 559 927
132 457 333
814 475 945
596 824 533
175 736 582
133 186 21
189 354 508
813 51 192
481 694 857
177 680 184
154 921 593
918 729 543
399 12 682
819 442 554
852 302 942
903 24 295
260 601 29
27 111 669
2 199 578
650 574 863
77 539 855
588 415 539
799 456 578
768 282 267
477 140 618
65 934 168
861 226 903
405 65 597
338 671 71
467 198 920
89 418 405
848 349 936
453 581 7
216 695 658
923 492 895
124 167 952
626 156 387
868 795 535
420 127 608
829 48 878
796 612 498
889 175 519
850 463 294
22 336 784
830 568 41
591 916 629
492 596 814
460 244 826
620 826 208
755 446 818
845 311 207
431 193 875
581 454 994
293 432 358
239 608 595
214 191 858
149 513 761
781 764 132
873 52 859
948 576 726
579 351 321
630 153 433
681 797 375
710 691 681
598 245 486
752 855 577
226 331 806
433 348 129
808 799 735
203 375 990
41 737 677
369 705 985
761 840 805
167 404 199
865 21 44
366 361 354
108 799 340
819 423 648
23 931 214
918 891 533
424 97 617
244 316 353
593 901 261
135 502 782
914 3 718
518 629 640
470 349 275
744 611 750
701 362 23
396 938 292
476 611 618
182 168 324
399 785 345
81 388 262
206 689 884
489 424 388
823 930 539
568 913 147
174 124 871
408 925 909
415 597 826
547 602 481
483 41 526
453 719 912
674 518 145
26 394 942
610 432 986
816 689 445
280 392 687
715 507 947
442 782 519
689 459 28
760 255 485
410 530 696
729 239 666
646 413 3
668 152 300
786 12 807
736 361 489
318 872 857
389 737 616
208 343 492
115 219 789
938 49 943
912 62 214
56 407 828
635 797 107
391 136 507
744 71 532
430 492 115
559 428 864
74 813 517
101 424 190
284 524 489
667 212 162
666 337 995
30 564 617
291 497 690
491 279 551
83 246 791
516 696 813
